PWSID,Water System Name,Groundwater,Surface Water,Purchased,Total,Count of Source Types,Presence of Interties,Number of Interties,Risk Score,Percent Rank (rank of a score as a percentage),Percent In Basin,
CA5700615,YOLO CO HOUSING AUTHORITY-EL RIO VILLA,2,0,0,2,1,N,None,47.35,29.80%,100.00%,
CA1400010,"ROLLING GREEN UTILITIES, INC.",3,0,0,3,1,N,None,41.11,17.20%,0.00%,
CA4400598,"PURESOURCE WATER, INC",2,0,1,3,2,Y,1,42.01,18.80%,100.00%,
CA4710013,LAKE SHASTINA C.S.D,3,0,0,3,1,N,None,43.92,22.50%,0.00%,
CA1410009,INYO COUNTY PWD - LONE PINE,0,0,2,2,1,Y,2,34.40,7.40%,0.00%,
CA1010026,PINEDALE COUNTY WATER DISTRICT,5,0,0,5,1,N,None,57.27,58.10%,100.00%,
CA4410018,CENTRAL WATER DISTRICT,3,0,0,3,1,N,None,39.06,13.00%,99.99%,
CA2710005,CASTROVILLE COMMUNITY SERVICES DISTRICT,4,0,0,4,1,N,None,40.83,16.80%,100.00%,
CA4200870,CASMALIA COMMUNITY SERVICES DISTRICT,1,0,1,2,2,Y,1,34.41,7.40%,0.00%,
CA4510007,COTTONWOOD COUNTY WATER DIST.,5,0,0,5,1,N,None,44.04,22.90%,0.00%,
CA3400181,LAGUNA DEL SOL INC,2,0,0,2,1,N,None,49.98,36.80%,0.00%,
CA1410505,"NPS - DEATH VALLEY, FURNACE CREEK",3,0,0,3,1,N,None,42.99,20.90%,0.00%,
CA5510015,TUD - CEDAR RIDGE WATER SYSTEM,1,1,0,2,2,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1210019,HYDESVILLE CO. W.D.,2,0,0,2,1,N,None,37.67,10.90%,0.00%,
CA1500252,KERN VALLEY MUTUAL WATER COMPANY,2,0,0,2,1,N,None,49.28,34.50%,0.00%,
CA1500398,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,2,0,0,2,1,N,None,58.89,62.80%,0.00%,
CA1900794,ANTELOPE PARK MUTUAL WATER COMPANY,3,0,0,3,1,N,None,45.91,26.40%,0.00%,
CA2000865,MD 58 SIERRA HIGHLANDS,1,0,0,1,1,N,None,56.19,54.60%,0.00%,
CA4200800,EAST VALLEY FARMS MUTUAL WATER COMPANY,2,0,0,2,1,N,None,38.25,11.60%,0.00%,
CA4900641,SUNRISE MOUNTAIN MUTUAL WATER COMPANY,2,0,0,2,1,N,None,57.90,59.90%,0.00%,
CA0310006,RIVER PINES PUD,3,0,0,3,1,N,None,45.71,25.90%,0.00%,
CA1900158,LITTLE BALDY WATER,2,0,0,2,1,N,None,56.95,57.10%,0.00%,
CA1900801,COLORADO MUTUAL WATER COMPANY,2,0,0,2,1,N,None,43.01,20.90%,0.00%,
CA3301180,ANZA MUTUAL WATER COMPANY,2,0,0,2,1,N,None,54.24,49.20%,0.00%,
CA3600009,APPLE VALLEY HEIGHTS CWD,2,0,0,2,1,N,None,43.91,22.40%,0.00%,
CA3600220,CSA 42 ORO GRANDE,4,0,0,4,1,N,None,36.75,9.60%,0.00%,
CA0500027,LILI VALLEY WATER CO.,2,0,0,2,1,N,None,53.85,48.20%,0.00%,
CA4400645,HIDDEN MEADOW MUTUAL WATER CO,2,0,0,2,1,N,None,42.16,19.00%,0.00%,
CA3100014,BAKER RANCH WATER COMPANY,2,0,0,2,1,N,None,53.39,46.90%,0.00%,
CA3301511,PINYON CREST HOA,3,0,0,3,1,N,None,56.69,56.40%,0.00%,
CA0202503,WOODFORDS MUTUAL WATER COMPANY,2,0,0,2,1,N,None,50.00,36.90%,0.00%,
CA4000815,LAS VENTANAS RANCH,2,0,0,2,1,N,None,46.91,28.70%,0.00%,
CA0707576,PLEASANTIMES MUTUAL WATER CO,3,0,0,3,1,N,None,43.80,22.20%,0.00%,
CA0400030,GOLDEN FEATHER MHP,2,0,0,2,1,N,None,50.41,38.10%,0.00%,
CA2210002,PONDEROSA BASIN MUTUAL WTR CO,6,0,0,6,1,N,None,61.15,68.50%,0.00%,
CA3301863,OLIVET UNIVERSITY,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3110029,ALPINE SPRINGS COUNTY WATER DISTRICT,7,0,0,7,1,N,None,49.58,35.60%,0.00%,
CA3310046,FARM MUTUAL W.C. (THE),1,0,1,2,2,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4910028,SWEETWATER SPRINGS CWD - MONTE RIO,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1110002,CAL-WATER SERVICE CO.-HAMILTON CITY,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA1110003,CAL-WATER SERVICE CO.-WILLOWS,7,0,0,7,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA2710013,CWSC LAS LOMAS,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA3310082,NORTH PERRIS WATER SYSTEM,4,0,1,5,2,Y,1,17.85,1.30%,100.00%,
CA0800526,REDWOOD PARK C.S.D.,3,0,0,3,1,N,None,40.20,15.40%,0.00%,
CA4110019,O'CONNOR TRACT CO-OPERATIVE WATER CO.,2,0,2,4,2,Y,2,40.35,15.70%,0.07%,
CA3200138,MEADOW EDGE MHP,4,0,0,4,1,N,None,53.33,46.80%,0.00%,
CA2210001,MARIPOSA PUBLIC UTILITY DIST,4,2,0,6,2,N,None,34.52,7.60%,0.00%,
CA1710004,"LAKEPORT, CITY OF",4,1,0,5,2,N,None,21.29,2.20%,0.00%,
CA2310001,"FORT BRAGG, CITY OF",0,4,0,4,1,N,None,56.91,57.00%,0.00%,
CA2310006,MILLVIEW COUNTY WATER DISTRICT,19,1,0,20,2,N,None,40.65,16.40%,0.00%,
CA3010082,SERRANO WATER DISTRICT,2,1,2,5,3,Y,2,35.43,8.40%,0.00%,
CA5510008,LAKE DON PEDRO CSD,4,1,0,5,2,N,None,58.99,63.10%,0.00%,
CA5310002,TRINITY CO. W.W. DIST #1,0,2,0,2,1,N,None,40.74,16.60%,0.00%,
CA4300517,CHEMEKETA PARK MUTUAL WATER COMPANY,0,2,1,3,2,Y,1,45.23,24.80%,0.00%,
CA5710007,ESPARTO C.S.D.,4,0,0,4,1,N,None,36.91,9.80%,100.00%,
CA0610004,CITY OF WILLIAMS,3,0,0,3,1,N,None,38.20,11.50%,100.00%,
CA3410003,GOLDEN STATE WATER CO - ARDEN WATER SERV,6,0,0,6,1,N,None,38.50,11.90%,100.00%,
CA2410007,PLANADA CSD,6,0,0,6,1,N,None,58.08,60.40%,100.00%,
CA5410004,"FARMERSVILLE, CITY OF",6,0,0,6,1,N,None,55.62,53.20%,100.00%,
CA1500336,BURLANDO HEIGHTS MUTUAL WATER CO.,2,0,0,2,1,N,None,49.54,35.40%,0.00%,
CA4900562,DIAMOND A MUTUAL WATER COMPANY,4,0,0,4,1,N,None,46.44,27.60%,0.00%,
CA4900612,HEIGHTS MUTUAL WATER COMPANY,3,0,0,3,1,N,None,33.23,6.80%,0.00%,
CA4200703,EL CAPITAN MUTUAL WATER COMPANY,8,0,0,8,1,N,None,56.99,57.40%,0.00%,
CA4200804,WALKING M RANCHES,3,0,0,3,1,N,None,46.71,28.00%,0.00%,
CA4900580,SONOMA MOUNTAIN COUNTY WATER DISTRICT,2,0,0,2,1,N,None,39.35,13.80%,0.00%,
CA3910018,SAN JOAQUIN RIVER CLUB INC,2,0,0,2,1,N,None,45.50,25.40%,0.00%,
CA0707569,ANGLERS SUBDIVISION 4,3,0,0,3,1,N,None,48.60,32.60%,0.00%,
CA2700622,OUTLOOK WA,3,0,0,3,1,N,None,61.16,68.60%,0.00%,
CA2110008,LAWSON S LANDING,3,0,0,3,1,N,None,62.31,71.70%,0.00%,
CA2701742,CALIFORNIA ORCHARD WS,2,0,0,2,1,N,None,50.30,37.60%,0.00%,
CA0500019,MINERAL MOUNTAIN MUTUAL WATER,4,0,0,4,1,N,None,54.00,48.50%,0.00%,
CA4210013,SOLVANG WATER DIVISION,6,0,1,7,2,Y,1,44.50,23.70%,0.00%,
CA4900660,YULUPA MUTUAL WATER COMPANY,3,0,0,3,1,N,None,67.10,81.70%,0.00%,
CA0310008,CAMANCHE NORTH SHORE INC.,3,0,0,3,1,N,None,50.76,39.00%,0.00%,
CA2801016,HESS WINERY,3,0,0,3,1,N,None,63.46,74.40%,0.00%,
CA3710012,RANCHO PAUMA MUTUAL WC,6,0,2,8,2,Y,2,38.65,12.40%,0.00%,
CA3700938,YUIMA MUNICIPAL WATER DISTRICT IDA,21,0,3,24,2,Y,3,23.67,3.20%,0.00%,
CA3200107,GRIZZLY LAKE CSD-CROCKER/WELCH,1,0,1,2,2,Y,1,40.10,15.30%,0.00%,
CA3600260,SMILEY PARK COUNTRY CLUB,1,0,1,2,2,Y,1,35.34,8.30%,0.00%,
CA1900523,WHITE FENCE FARMS MWC NO.3,1,0,1,2,2,Y,1,13.81,0.60%,0.00%,
CA1210002,"BLUE LAKE, CITY OF",0,0,1,1,1,Y,1,37.89,11.10%,0.00%,
CA1210020,FIELDBROOK GLENDALE C.S.D.,0,0,1,1,1,Y,1,40.00,15.10%,0.00%,
CA1910241,MESA CREST WATER CO.,0,0,1,1,1,Y,1,35.25,8.10%,0.00%,
CA4010901,SLOCSA #10A - CAYUCOS,0,0,1,1,1,Y,1,44.45,23.60%,0.00%,
CA4510011,CENTERVILLE C.S.D.,0,0,1,1,1,Y,1,48.90,33.40%,0.00%,
CA4910003,PENNGROVE WATER COMPANY (PUC),0,0,1,1,1,Y,1,39.21,13.50%,0.00%,
CA4910019,FORESTVILLE WATER DISTRICT,0,0,1,1,1,Y,1,38.36,11.80%,0.00%,
CA5610003,VENTURA CWWD NO. 17 - BELL CANYON,0,0,1,1,1,Y,1,47.38,29.80%,0.00%,
CA5610069,VENTURA CWWD NO. 38 - LAKE SHERWOOD,0,0,1,1,1,Y,1,41.68,18.20%,0.00%,
CA4010040,GOLDEN STATE WATER COMPANY-CYPRESS RIDGE,9,0,0,9,1,N,None,43.97,22.60%,0.00%,
CA2702588,CANADA WOODS WC,8,0,0,8,1,N,None,44.17,23.20%,0.00%,
CA5610022,VENTURA RIVER WATER DISTRICT,5,0,1,6,2,Y,1,26.78,4.10%,0.00%,
CA3610011,CEDARPINES PARK MWC,14,0,1,15,2,Y,1,26.53,4.10%,0.00%,
CA1910061,LAS FLORES WATER CO.,1,0,1,2,2,Y,1,40.42,16.00%,0.00%,
CA0400014,LAKE MADRONE WATER DISTRICT,3,0,0,3,1,N,None,68.34,84.90%,0.00%,
CA0500068,DUNROVIN MOBILE HOME VILLAGE,2,0,0,2,1,N,None,64.76,77.10%,0.00%,
CA1200715,GREEN DIAMOND RESOURCE COMPANY - KORBEL,2,0,0,2,1,N,None,64.07,75.80%,0.00%,
CA3110049,TAHOE PARK WATER CO - SKYLAND/NIELSEN,2,0,0,2,1,N,None,63.93,75.40%,0.00%,
CA3600064,CAMP WATERMAN MWC,2,0,0,2,1,N,None,67.93,83.90%,0.00%,
CA5800823,COUNTRY AIR MOBILE HOME PARK,2,0,0,2,1,N,None,67.20,81.80%,0.00%,
CA0103040,NORRIS CANYON PROPERTY OWNERS ASSN,3,0,0,3,1,N,None,58.30,61.10%,0.00%,
CA0400001,YOUTH WITH A MISSION-SPRINGS OF LIVING W,2,0,0,2,1,N,None,68.59,85.30%,0.00%,
CA1900901,FIRE SUPPRESSION CAMP #19,2,0,0,2,1,N,None,68.18,84.40%,0.00%,
CA4200618,MIDLAND SCHOOL,2,0,0,2,1,N,None,67.72,83.10%,0.00%,
CA4200924,EL RANCHO TAJIGUAS,2,0,0,2,1,N,None,67.29,82.10%,0.00%,
CA4900577,RIO LINDO ADVENTIST ACADEMY,3,0,0,3,1,N,None,64.95,77.50%,0.00%,
CA0500085,TOYON MIDDLE SCHOOL,4,0,0,4,1,N,None,64.20,76.00%,0.00%,
CA5301002,LEWISTON COMMUNITY SERVICES DISTRICT,3,1,0,4,2,N,None,55.98,54.00%,0.00%,
CA4710011,"YREKA, CITY OF",1,1,0,2,2,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3110001,NORTH TAHOE PUD - MAIN,1,1,0,2,2,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1000069,SHAVER LAKE HEIGHTS PROP ASSN,4,0,0,4,1,N,None,62.34,71.80%,0.00%,
CA4000670,WALNUT HILLS MUTUAL WATER CO,3,0,0,3,1,N,None,37.21,10.10%,0.00%,
CA4200881,OAK TRAIL ESTATES,4,0,0,4,1,N,None,43.22,21.30%,0.00%,
CA3600200,RANCHERITOS MWC,3,0,0,3,1,N,None,38.24,11.60%,0.00%,
CA5500077,SLIDE INN SNOWBOWL WATER CO,3,0,0,3,1,N,None,50.58,38.70%,0.00%,
CA1000056,MEADOW LAKES CLUB,3,0,0,3,1,N,None,59.43,64.10%,0.00%,
CA1500516,TUT BROTHERS FARM #96,2,0,0,2,1,N,None,61.46,69.50%,0.00%,
CA4500173,CASSEL PARK MUTUAL WATER CO,2,0,0,2,1,N,None,54.76,50.50%,0.00%,
CA4100582,COUNTY SERVICE AREA 11,3,0,0,3,1,N,None,46.85,28.50%,0.00%,
CA4901445,JAMES COURT WATER SYSTEM,2,0,0,2,1,N,None,46.95,28.90%,0.00%,
CA4500007,VERDE VALE WATER COMPANY,2,0,0,2,1,N,None,53.63,47.40%,0.00%,
CA4210020,SANTA YNEZ RIVER WATER CONS. DIST. ID#1,19,0,1,20,2,Y,1,30.94,6.10%,0.00%,
CA3710707,USN SAN CLEMENTE ISLAND,0,0,2,2,1,Y,2,21.92,2.50%,0.00%,
CA4110020,PALO ALTO PARK MUTUAL WATER COMPANY,5,0,0,5,1,N,None,44.09,23.00%,0.00%,
CA2010005,YOSEMITE SPRING PARK UTIL CO,13,0,0,13,1,N,None,53.22,46.40%,0.00%,
CA0910007,LUKINS BROTHERS WATER COMPANY,2,0,1,3,2,Y,1,38.29,11.70%,0.00%,
CA3610051,VALLEY OF ENCHANTMENT MWC,20,0,1,21,2,Y,1,26.50,4.00%,0.00%,
CA3610062,RUNNING SPRINGS WATER DISTRICT,27,0,2,29,2,Y,2,30.02,5.70%,0.00%,
CA3610093,ARROWHEAD VILLAS MUTUAL SERVICE COMPANY,2,0,1,3,2,Y,1,28.01,4.50%,0.00%,
CA3410045,CALAM - ARDEN,3,0,1,4,2,Y,1,DWR Not Assessed,DWR Not Assessed,100.00%,
CA3710700,CAMP PENDLETON (NORTH),6,0,1,7,2,Y,1,37.52,10.80%,0.00%,
CA2100565,GREEN GULCH FARM,2,0,0,2,1,N,None,64.51,76.90%,0.00%,
CA2000690,MD 73 QUARTZ MOUNTAIN,3,0,0,3,1,N,None,65.33,78.10%,0.00%,
CA5500096,SIERRA TWAIN HARTE MHP,2,0,0,2,1,N,None,70.47,88.60%,0.00%,
CA3301018,ANZA PINES MOBILE HOME PARK,3,0,0,3,1,N,None,66.73,80.80%,0.00%,
CA2100508,MUIR BEACH COMMUNITY,2,0,0,2,1,N,None,52.02,42.50%,0.00%,
CA4900905,MARK WEST MEADOWS MUTUAL WATER,2,0,0,2,1,N,None,42.20,19.10%,0.00%,
CA3500900,ASHFORD HIGHLANDS MWC,2,0,0,2,1,N,None,45.17,24.70%,0.00%,
CA3110003,FORESTHILL PUBLIC UTILITY DIST,2,1,0,3,2,N,None,40.54,16.20%,0.00%,
CA3110017,SIERRA LAKES COUNTY WATER DIST,1,1,0,2,2,N,None,48.58,32.50%,0.00%,
CA4410002,SLVWD - FELTON WATER SYSTEM,3,1,0,4,2,N,None,39.23,13.60%,0.00%,
CA5310001,WEAVERVILLE C.S.D.,0,3,0,3,1,N,None,46.35,27.30%,0.00%,
CA3110028,NORTHSTAR C.S.D.,4,1,0,5,2,N,None,29.56,5.30%,0.00%,
CA5610001,DEMPSEY ROAD MUTUAL WATER CO,1,0,1,2,2,Y,1,39.13,13.30%,100.00%,
CA5601105,FILLMORE IRRIGATION CO,2,0,1,3,2,Y,1,18.16,1.40%,100.00%,
CA4010028,SLO CSA NO. 16 - SHANDON,2,0,1,3,2,Y,1,21.48,2.40%,100.00%,
CA4210002,LOS ALAMOS COMMUNITY SERVICES DISTRICT,4,0,0,4,1,N,None,42.30,19.50%,0.00%,
CA2300507,CALPELLA COUNTY WATER DISTRICT,1,0,2,3,2,Y,2,13.77,0.50%,0.00%,
CA3301031,BANNING HTS. MUTUAL WATER CO.,2,2,1,5,3,Y,1,40.31,15.60%,0.00%,
CA5410022,CAMP NELSON WATER COMPANY,0,1,1,2,2,Y,1,30.68,5.90%,0.00%,
CA3500556,MISSION FARM R.V. PARK,1,0,1,2,2,Y,1,32.54,6.60%,0.00%,
CA4400604,BRACKEN BRAE COUNTRY CLUB,1,1,1,3,3,Y,1,21.64,2.40%,0.00%,
CA1110001,CITY OF ORLAND,6,0,0,6,1,N,None,37.10,10.00%,100.00%,
CA2010010,MADERA VALLEY WATER COMPANY,5,0,0,5,1,N,None,40.29,15.50%,100.00%,
CA5210001,CITY OF CORNING,8,0,0,8,1,N,None,44.89,24.40%,99.96%,
CA3910019,LINDEN COUNTY WATER DISTRICT,4,0,0,4,1,N,None,38.18,11.50%,100.00%,
CA0610001,ARBUCKLE PUBLIC UTILITY DISTRICT,4,0,0,4,1,N,None,50.57,38.60%,100.00%,
CA3910008,LOCKEFORD COMMUNITY SERV. DIST.,4,0,0,4,1,N,None,35.59,8.50%,100.00%,
CA5610021,WARRING WATER SERVICE INC,3,0,0,3,1,N,None,44.55,23.80%,95.71%,
CA2000598,ALVIEW SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2000947,MINARETS HIGH SCHOOL,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2300584,MENDOCINO SCHOOL DISTRICT- MENDOCINO,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2300764,ANDERSON VALLEY HIGH SCHOOL,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2800970,HOWELL MOUNTAIN SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3200215,SCHRAMEL WATER SYSTEM,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3400253,COSUMNES RIVER ELEMENTARY SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3600432,LUCERNE VALLEY ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3700117,MOUNTAIN EMPIRE HIGH SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4000693,CRESTON ELEMENTARY SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500041,ANDERSON UNION HIGH SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5200513,EVERGREEN UNION SCHOOL DISTRICT,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA0110018,SFPUC-PLEASANTON WELLS,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3301309,HAMILTON SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3301355,ANZA RV RESORT,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3601179,EL MIRAGE SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1900007,CALIFORNIA CONSERVATION CAMP #14,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2000846,SIERRA VIEW SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500163,JUNCTION SCHOOL DISTRICT,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2900593,TWIN RIDGES OAK TREE SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5610700,"NAVAL BASE VENTURA COUNTY, POINT MUGU",0,0,2,2,1,Y,2,49.08,34.00%,94.36%,
CA0400051,DINGERVILLE USA PARK,2,0,0,2,1,N,None,52.50,43.90%,0.00%,
CA0707577,RIVERVIEW WATER ASSOCIATION,2,0,0,2,1,N,None,39.45,13.90%,0.00%,
CA1200547,MILL CREEK M.W.C.,2,0,0,2,1,N,None,52.22,43.10%,0.00%,
CA1500489,BRITE LAKE MUTUAL WATER COMPANY,2,0,0,2,1,N,None,56.44,55.10%,0.00%,
CA3200510,IVCSD CRESCENT MILLS,2,0,0,2,1,N,None,45.51,25.50%,0.00%,
CA3500549,ROSA MORADA MUTUAL WATER COMPANY,2,0,0,2,1,N,None,39.35,13.80%,0.00%,
CA3600180,NAVAJO MWC,2,0,0,2,1,N,None,39.66,14.40%,0.00%,
CA3600185,OAK GLEN DOMESTIC WATER,3,0,0,3,1,N,None,47.88,30.70%,63.14%,
CA3900805,MOREHEAD PARK,2,0,0,2,1,N,None,52.77,44.90%,0.00%,
CA4700872,MONTE SHASTA M.W.C.,2,0,0,2,1,N,None,51.20,40.40%,0.00%,
CA4900585,BENNETT RIDGE MUTUAL WATER COMPANY,2,0,0,2,1,N,None,46.05,26.70%,0.00%,
CA4900973,GEORGE RANCH MUTUAL WATER COMPANY,2,0,0,2,1,N,None,44.83,24.30%,20.17%,
CA5200645,SADDLEBACK MUTUAL WATER CO.,2,0,0,2,1,N,None,59.14,63.30%,0.00%,
CA1900146,SUNNYSIDE FARMS MUTUAL WATER COMPANY,5,0,0,5,1,N,None,37.12,10.00%,0.00%,
CA1900804,EVERGREEN MUTUAL WATER COMPANY,1,0,0,1,1,N,None,45.80,26.10%,0.00%,
CA1900907,SHERWOOD MOBILE HOME PARK,2,0,0,2,1,N,None,54.31,49.30%,0.00%,
CA2210851,CDF  & FP - MT. BULLION,6,0,0,6,1,N,None,63.23,73.70%,0.00%,
CA4300992,GOLDEN HEIGHTS MUTUAL WATER COMPANY,2,0,0,2,1,N,None,49.55,35.40%,4.84%,
CA5200504,CITY OF TEHAMA,2,0,0,2,1,N,None,31.54,6.40%,0.00%,
CA5500243,RAMBLING HILLS ESTATES,3,0,0,3,1,N,None,51.12,40.20%,0.00%,
CA4700541,CHATEAU SHASTA MOBILE HOME & RV PARK,3,0,0,3,1,N,None,55.87,53.80%,0.00%,
CA4400723,MISSION SPRINGS CONFERENCE CENTER,2,0,0,2,1,N,None,47.81,30.40%,0.00%,
CA1400518,VAN LOON WATER ASSOCIATION,2,0,0,2,1,N,None,44.84,24.30%,0.00%,
CA2300708,RIDGEWOOD WATER SYSTEM,3,0,0,3,1,N,None,55.19,51.70%,0.00%,
CA2700728,SAN ARDO WD,2,0,0,2,1,N,None,39.15,13.40%,0.00%,
CA1400002,STARLITE COMMUNITY SERVICE DISTRICT,3,0,0,3,1,N,None,54.38,49.70%,0.00%,
CA1510701,EDWARDS AFB - MAIN BASE,3,0,1,4,2,Y,1,26.20,4.00%,0.00%,
CA0410011,DEL ORO WATER CO.-PARADISE PINES,4,0,0,4,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1500290,NORTH MUROC MUTUAL WATER COMPANY,1,0,1,2,2,Y,1,25.28,3.60%,0.00%,
CA4000716,AVILA VALLEY MUTUAL WATER CO,2,0,1,3,2,Y,1,30.78,6.00%,0.00%,
CA5500120,49ER TRAILER RANCH,1,0,1,2,2,Y,1,40.30,15.60%,0.00%,
CA1910027,"LOS ANGELES CWWD 40, REG. 35-N.E. L.A.",1,0,1,2,2,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3210006,LAKE ALMANOR COUNTRY CLUB MWC,5,0,0,5,1,N,None,40.36,15.80%,0.00%,
CA5500363,TUD-WARDS FERRY RANCHES,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1500481,RIVERNOOK CAMPGROUND,4,0,0,4,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3400217,HOMETOWN COLONIAL ESTATES LLC,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5510028,TUD-APPLE VALLEY ESTATES,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4010003,SAN MIGUELITO MWC,3,0,1,4,2,Y,1,28.15,4.60%,0.00%,
CA1910025,"LOS ANGELES CWWD 40, REG. 39-ROCK CREEK",1,0,1,2,2,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1900046,PETER PITCHESS HONOR RANCHO DETN. CTR,5,0,1,6,2,Y,1,34.57,7.70%,100.00%,
CA4310028,SAN JOSE STATE UNIVERSITY,0,0,5,5,1,Y,5,34.53,7.60%,100.00%,
CA1800574,JOHNSTONVILLE ELEMENTARY SCHOOL,2,0,0,2,1,N,None,46.75,28.20%,0.00%,
CA2100538,TOMALES HIGH SCHOOL,3,0,0,3,1,N,None,61.54,69.70%,0.00%,
CA2210503,YOSEMITE NPS-YOSEMITE VALLEY,3,0,0,3,1,N,None,38.43,11.80%,0.00%,
CA2210910,MUSD - WOODLAND ELEMENTARY SCHOOL,2,0,0,2,1,N,None,58.62,61.80%,0.00%,
CA2810012,PACIFIC UNION COLLEGE,4,0,0,4,1,N,None,56.63,56.20%,0.00%,
CA3610800,CDF - OAK GLEN CONSERVATION CAMP,2,0,0,2,1,N,None,51.45,40.90%,0.00%,
CA4400764,MOUNT MADONNA CENTER,7,0,0,7,1,N,None,60.57,67.40%,0.00%,
CA4400875,SANTA CRUZ WALDORF SCHOOL,2,0,0,2,1,N,None,53.15,46.30%,0.00%,
CA4900703,OAK GROVE SCHOOL,2,0,0,2,1,N,None,56.59,56.00%,0.00%,
CA5500019,JENNESS PARK CHRISTIAN CAMP,2,0,0,2,1,N,None,63.16,73.60%,0.00%,
CA0900111,PIONEER  ELEMENTARY SCHOOL EDC,2,0,0,2,1,N,None,62.34,71.80%,0.00%,
CA1410502,"NPS - DEATH VALLEY, STOVEPIPE WELLS",2,0,0,2,1,N,None,38.73,12.50%,0.00%,
CA4500181,WHITMORE UNION ELEM SCHOOL,2,0,0,2,1,N,None,57.20,58.00%,0.00%,
CA4910027,SONOMA STATE UNIVERSITY,3,0,0,3,1,N,None,49.01,33.80%,0.00%,
CA1200684,MATTOLE ELEMENTARY SCHOOL,2,0,0,2,1,N,None,50.31,37.70%,0.00%,
CA5510006,MI WUK VILLAGE MUT WTR CO,3,1,3,7,3,Y,3,23.16,3.00%,0.00%,
CA3810700,PRESIDIO OF SAN FRANCISCO,0,1,1,2,2,Y,1,14.87,0.70%,0.00%,
CA4400642,CATHEDRAL WOOD MUTUAL WATER COMPANY,2,1,0,3,2,N,None,22.95,3.00%,0.00%,
CA3210003,CITY OF PORTOLA,3,0,2,5,2,Y,2,20.32,1.80%,0.00%,
CA5610015,VENTURA CWWD NO. 19 - SOMIS,3,0,1,4,2,Y,1,19.77,1.70%,99.91%,
CA5610008,PLEASANT VALLEY MUTUAL WATER CO,2,0,1,3,2,Y,1,47.27,29.70%,99.44%,
CA1400110,PARK WEST MUTUAL WATER COMPANY,3,0,0,3,1,N,None,52.61,44.20%,0.00%,
CA1810003,LASSEN COUNTY WATER DISTRICT #1,2,0,0,2,1,N,None,43.16,21.10%,0.00%,
CA3301528,OAK HAVEN ASSOCIATION,3,0,0,3,1,N,None,51.50,41.00%,0.00%,
CA3700968,SAN PASQUAL ACADEMY,2,0,0,2,1,N,None,55.56,53.10%,0.00%,
