PWSID,Water System Name,Total Number of Water Sources ,Absence of Interties,Source Capacity Violations Count,Service Connection Moratoriums Count,Division of Financial Assistance - Interim Solution Data Spreadsheet,Division of Drinking Water - Drought Report,"SDWIS -
Hauled Water Data",Risk Score,"Percent Rank
(rank of a score as a percentage)",Percentage of sources within a COD Basin
CA5400537,LINDYS LANDING,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,66.67%
CA5400542,DUCOR CSD,2,Y,0,0,N,N,N,70.55,88.80%,80.00%
CA5400544,ALLENSWORTH CSD,2,Y,0,0,N,N,N,57.81,59.60%,80.00%
CA5400550,SEVILLE WATER COMPANY,2,Y,0,0,Y,N,N,62.31,71.80%,75.00%
CA5400553,DEL ORO TRAVER DISTRICT,2,Y,0,0,N,N,N,38.61,12.20%,66.67%
CA5400556,RIVER RETREAT MUTUAL,1,Y,0,0,N,N,N,69.74,87.30%,0.00%
CA5400567,TOOLEVILLE MUTUAL NON PROFIT WATER ASSOC,2,Y,0,0,Y,N,N,69.98,87.90%,66.67%
CA5400602,EAGLE'S NEST RESORT,1,Y,0,0,N,N,N,89.76,99.70%,50.00%
CA5400604,MOUNTAIN VIEW DUPLEXES,1,Y,0,0,N,N,N,64.24,76.20%,50.00%
CA5400616,LEMON COVE WATER CO,1,Y,0,0,N,N,N,70.66,89.10%,66.67%
CA5400631,LINNELL FARM LABOR CENTER,2,Y,0,0,N,N,N,55.22,51.90%,66.67%
CA5400641,TEVISTON CSD,1,Y,0,0,Y,N,N,78.34,96.80%,66.67%
CA5400647,YOKOHL MUTUAL WATER CO,2,Y,0,0,N,N,N,67.85,83.70%,66.67%
CA5400655,CENTRAL MUTUAL WATER CO,1,Y,0,0,N,N,N,68.69,85.70%,50.00%
CA5400660,LAKE SUCCESS MOBILE LODGE,1,Y,0,0,N,N,N,61.24,68.90%,0.00%
CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,13,Excluded from the Assessment,0,0,N,N,N,39.86,14.90%,0.00%
CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,1,Y,0,0,Y,N,N,47.88,30.70%,100.00%
CA5400670,TRIPLE R MUTUAL WATER CO,10,Excluded from the Assessment,0,0,N,N,N,47.89,30.90%,0.00%
CA5400682,PLAINVIEW MWC - CENTRAL WATER,1,Y,0,0,Y,N,N,80.81,97.70%,100.00%
CA5400710,BADGER HILL ESTATES,2,Y,0,0,N,N,N,52.97,45.60%,66.67%
CA5400718,WILLIAMS MUTUAL  WATER CO,1,Y,0,0,N,N,N,73.42,93.40%,50.00%
CA5400728,GRIER MUTUAL WATER COMPANY,2,N,0,0,N,N,N,35.25,8.20%,0.00%
CA5400732,PIERPOINT SPRINGS WATER CO.,2,Y,0,0,N,N,N,72.47,91.70%,0.00%
CA5400735,RODRIGUEZ LABOR CAMP,1,Y,0,0,N,N,N,66.12,79.80%,50.00%
CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,1,Y,0,0,N,N,N,75.58,95.20%,0.00%
CA5400754,SOUTH KAWEAH MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,52.38,43.80%,0.00%
CA5400767,DEL ORO EAST PLANO DISTRICT,1,Y,0,0,N,N,N,48.84,33.40%,100.00%
CA5400769,FOOTHILL APARTMENTS,1,Y,0,0,N,N,N,65.93,79.40%,50.00%
CA5400792,WOODVILLE FARM LABOR CENTER,2,Y,0,0,N,N,N,56.97,57.50%,66.67%
CA5400805,SOULTS MUTUAL WATER CO,1,N,0,0,N,N,N,64.64,77.00%,50.00%
CA5400816,BEDEL MUTUAL WATER CO,2,Y,0,0,N,N,N,44.18,23.30%,66.67%
CA5400819,MOUNTAIN VIEW MHP,1,Y,0,0,N,N,N,66.89,81.10%,50.00%
CA5400824,SULTANA CSD,2,Y,0,0,N,N,N,57.25,58.20%,75.00%
CA5400875,VILLAGE APARTMENTS,1,Y,0,0,N,N,N,64.18,76.10%,0.00%
CA5400880,THE LAKES ASSOCIATION,2,Y,0,0,N,N,N,53.79,48.20%,50.00%
CA5400881,SUNRISE MUTUAL WATER CO.,2,Y,0,0,N,N,N,49.03,34.00%,66.67%
CA5400903,TRACT 92  CSD,2,Y,0,0,N,N,N,53.57,47.50%,75.00%
CA5400934,PONDEROSA CSD,4,Y,0,0,N,N,N,55.47,52.90%,0.00%
CA5400935,CWS - MULLEN WATER COMPANY,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA5400940,SIERRA KING HOMEOWNERS ASSN,2,Y,0,0,N,N,N,62.79,73.00%,0.00%
CA5400964,SIERRA VISTA ASSN,1,Y,0,0,N,N,N,68.50,85.30%,50.00%
CA5400968,IMPROVEMENT DISTRICT NO. 1,3,Y,0,0,N,N,N,39.17,13.50%,0.00%
CA5401003,EAST OROSI CSD,2,Y,0,0,N,N,N,66.61,80.60%,66.67%
CA5401026,DEER MEADOW MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,63.38,74.20%,0.00%
CA5401038,AKIN WATER CO,1,N,0,0,N,N,N,66.63,80.70%,50.00%
CA5402036,R-RANCH IN THE SEQUOIAS,2,Y,0,0,N,N,N,63.12,73.50%,0.00%
CA5402038,PATTERSON TRACT CSD,2,Y,0,0,N,N,N,49.02,33.90%,75.00%
CA5402047,GLEANINGS FOR THE HUNGRY,2,Y,0,0,N,N,N,47.72,30.30%,75.00%
CA5402048,DEL ORO RIVER ISLAND SERV TERR #2,2,Y,0,0,N,N,N,41.07,17.00%,0.00%
CA5403023,DELFT COLONY WATER,2,Y,0,0,N,N,N,57.79,59.60%,80.00%
CA5403043,YETTEM WATER SYSTEM,2,Y,0,0,N,N,N,41.69,18.30%,75.00%
CA5403084,FAIRWAY MUTUAL WATER CO,2,Y,0,0,N,N,N,63.46,74.50%,66.67%
CA5403110,SIERRA MUTUAL WATER CO,2,Y,0,0,N,N,N,53.67,47.80%,0.00%
CA5403113,SOUTH FORK ESTATES MUTUAL WATER CO,3,Y,0,0,N,N,N,52.26,43.40%,0.00%
CA5403144,ALI MUTUAL WATER CO,1,Y,0,0,N,N,N,70.51,88.80%,50.00%
CA5403212,MONSON WATER SYSTEM,1,Y,0,0,N,N,N,58.14,60.70%,100.00%
CA5403213,TEEN CHALLENGE,1,Y,0,0,N,N,N,73.95,94.10%,100.00%
CA5403217,OKIEVILLE HIGHLAND ACRES MWC,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA5410001,CUTLER PUD,2,Y,0,0,N,N,N,44.73,24.10%,80.00%
CA5410002,"DINUBA, CITY OF",8,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,93.75%
CA5410003,"EXETER, CITY OF",6,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,92.31%
CA5410004,"FARMERSVILLE, CITY OF",6,Y,0,0,N,N,N,55.62,53.40%,92.31%
CA5410006,"LINDSAY, CITY OF",3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,80.00%
CA5410007,LSID - TONYVILLE,6,Y,0,0,N,N,N,50.93,39.50%,60.00%
CA5410008,OROSI PUBLIC UTILITY DISTRICT,5,Y,0,0,N,N,N,40.49,16.10%,90.00%
CA5410009,PIXLEY PUBLIC UTIL DIST,5,Y,0,0,N,N,N,47.86,30.60%,100.00%
CA5410010,"PORTERVILLE, CITY OF",38,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,97.26%
CA5410011,SPRINGVILLE PUD,1,Y,0,0,N,N,N,56.45,55.40%,No Active Groundwater Wells
CA5410014,TIPTON COMMUNITY SERVICES DIST,3,Y,0,0,N,N,N,53.46,47.20%,100.00%
CA5410015,"TULARE, CITY OF",22,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,90.70%
CA5410017,LONDON COMMUNITY SERV DIST,4,Y,0,0,N,N,N,69.84,87.50%,100.00%
CA5410019,IVANHOE PUBLIC UTILITY DIST,4,Y,0,0,N,N,N,42.32,19.60%,80.00%
CA5410020,"WOODLAKE, CITY OF",7,Y,0,0,N,N,N,60.27,66.80%,90.00%
CA5410021,EARLIMART PUD,5,Y,0,0,N,N,N,56.97,57.40%,88.89%
CA5410022,CAMP NELSON WATER COMPANY,2,N,0,0,N,N,N,30.68,5.90%,0.00%
CA5410024,RICHGROVE COMMUNITY SERVICES DISTRICT,2,Y,0,0,N,N,N,35.28,8.20%,100.00%
CA5410025,WOODVILLE PUBLIC UTILITY DIST,2,Y,0,0,Y,Y,N,43.60,22.00%,100.00%
CA5410026,POPLAR COMM SERVICE DIST,2,Y,0,0,N,N,N,52.69,44.80%,100.00%
CA5410034,DEL ORO CALIFORNIA PINES DISTRICT,3,Y,0,0,N,N,N,51.66,41.50%,0.00%
CA5410036,LSID-STRATHMORE SYSTEM,1,N,0,0,N,N,N,37.96,11.20%,No Active Groundwater Wells
CA5410038,TERRA BELLA IRRIGATION DISTRICT - TBT,13,Excluded from the Assessment,0,0,N,N,N,29.90,5.60%,100.00%
CA5410039,PLAINVIEW MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,58.14,60.70%,100.00%
CA5410041,CWS - TULCO WATER COMPANY,2,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA5410048,PORTERVILLE-JONES CORNER,2,Y,0,0,N,N,N,39.99,15.10%,80.00%
CA5410050,ALPAUGH COMMUNITY SERVICES DISTRICT,2,Y,0,0,Y,N,N,57.70,59.40%,50.00%
CA5410503,NPS-WOLVERTON,3,Y,0,0,N,N,N,43.99,22.80%,0.00%
CA5410513,NPS-ASH MOUNTAIN,2,Y,0,0,N,N,N,64.06,75.80%,0.00%
CA5410800,CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP,2,Y,0,0,N,N,N,49.39,35.10%,0.00%
CA5410801,PORTERVILLE DEVELOPMENTAL CENTER,6,Y,0,0,N,N,N,55.47,52.90%,87.50%
CA5500019,JENNESS PARK CHRISTIAN CAMP,2,Y,0,0,N,N,N,63.16,73.70%,0.00%
CA5500040,BLUEBELL VALLEY MWC,3,Y,0,0,N,N,N,64.23,76.20%,0.00%
CA5500041,ALPINE ACRES MUTUAL WATER CO,2,Y,0,0,N,N,N,50.78,39.20%,0.00%
CA5500042,BELLEVIEW OAKS MUTUAL WATER CO,4,Y,0,0,N,N,N,67.25,82.10%,0.00%
CA5500048,DON PEDRO REC AG:FLEM.MEADOWS,1,Y,0,0,N,N,N,75.07,94.90%,No Active Groundwater Wells
CA5500053,LEISURE PINES MUTUAL WATER CO,4,N,0,0,N,N,N,63.13,73.60%,0.00%
CA5500057,LONG BARN PROPERTY OWNERS,4,Y,0,0,N,N,N,59.91,65.70%,0.00%
CA5500060,MI WUK HEIGHTS MWC,4,N,0,0,N,N,N,64.10,75.90%,0.00%
CA5500064,MULLER MUTUAL WATER COMPANY,1,N,0,0,N,N,N,40.08,15.20%,No Active Groundwater Wells
CA5500071,RAWHIDE INVESTMENT COMPANY,2,Y,0,0,N,N,N,56.22,54.90%,0.00%
CA5500074,SIERRA VILLAGE MUTUAL WATER CO,4,N,0,0,N,N,N,30.32,5.80%,0.00%
CA5500077,SLIDE INN SNOWBOWL WATER CO,3,Y,0,0,N,N,N,50.58,38.80%,0.00%
CA5500080,TWAIN HARTE VALLEY MWC,1,Y,0,0,N,N,N,77.52,96.50%,No Active Groundwater Wells
CA5500086,SONORA ESTATES MOBILE HOME PARK,2,Y,0,0,N,N,N,51.99,42.40%,0.00%
CA5500092,PONDEROSA MOBILE HOME PARK,2,Y,0,0,N,N,N,54.61,50.30%,0.00%
CA5500096,SIERRA TWAIN HARTE MHP,2,Y,0,0,N,N,N,70.47,88.70%,0.00%
CA5500104,CASCADE ESTATES,4,N,0,0,N,N,N,29.70,5.50%,0.00%
CA5500115,SUGAR PINE RV RESORT,1,Y,0,0,N,N,N,89.73,99.60%,0.00%
CA5500116,PEPPERMINT CREEK MHP,1,Y,0,0,N,N,N,55.32,52.20%,No Active Groundwater Wells
CA5500119,YOSEMITE VISTA ESTATES,1,Y,0,0,N,N,N,64.37,76.60%,0.00%
CA5500120,49ER TRAILER RANCH,2,N,0,0,N,N,N,40.30,15.60%,0.00%
CA5500124,MONO VISTA RANCH MHP,1,Y,0,0,N,N,N,64.63,77.00%,0.00%
CA5500125,MOTHER LODE MOBILE ESTATES,2,N,0,0,N,N,N,32.92,6.80%,0.00%
CA5500128,GOLD RUSH MOBILE HOME PARK,2,Y,0,0,N,N,N,52.20,43.20%,0.00%
CA5500149,COLUMBIA MOBILE HOME PARK,1,Y,0,0,N,N,N,71.62,90.30%,0.00%
CA5500193,TAMARRON MOBILE HOME PARK,2,N,0,0,N,N,N,48.64,32.80%,0.00%
CA5500243,RAMBLING HILLS ESTATES,3,Y,0,0,N,N,N,51.12,40.30%,0.00%
CA5500353,SIERRA VILLAGE MOBILE HOME PARK,1,Y,0,0,N,N,N,98.64,99.90%,0.00%
CA5500363,TUD-WARDS FERRY RANCHES,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5510001,TUD - SONORA/JAMESTOWN WATER SYSTEM,8,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5510003,TUD - TUOLUMNE WATER SYSTEM,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA5510004,PINECREST PERMITTEES ASSN,5,Y,0,0,N,N,N,31.33,6.20%,0.00%
CA5510005,TWAIN HARTE COMMUNITY SERVICES DISTRICT,4,Y,0,0,N,N,N,46.25,27.10%,0.00%
CA5510006,MI WUK VILLAGE MUT WTR CO,7,N,0,0,N,N,N,23.16,3.10%,0.00%
CA5510007,DEL ORO WATER COMPANY - STRAWBERRY DIV.,2,Y,0,0,N,N,N,45.09,24.70%,No Active Groundwater Wells
CA5510008,LAKE DON PEDRO CSD,5,Y,0,0,N,N,N,58.99,63.20%,0.00%
CA5510009,GROVELAND COMMUNITY SERV DIST,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA5510011,COLD SPRINGS WATER CO,2,Y,0,0,N,N,N,53.83,48.30%,0.00%
CA5510012,TUD - UPPER BASIN WATER SYSTEM,11,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5510013,TUD - COLUMBIA WATER SYSTEM,3,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA5510015,TUD - CEDAR RIDGE WATER SYSTEM,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5510016,"SIERRA PARK WATER COMPANY, INC.",2,Y,0,0,N,N,N,58.99,63.20%,0.00%
CA5510021,TUD-PEACEFUL PINES WATER SYSTEM,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5510023,SONORA MEADOWS MUTUAL WTR CO,3,N,0,0,N,N,N,25.99,3.90%,0.00%
CA5510024,SONORA WATER COMPANY INC,1,N,0,0,N,N,N,45.29,25.10%,No Active Groundwater Wells
CA5510025,TUD - PHOENIX LAKE PARK,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5510026,PHOENIX LAKE ESTATES CC MWC,6,Y,0,0,N,N,N,48.99,33.80%,0.00%
CA5510028,TUD-APPLE VALLEY ESTATES,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5510033,TUD-SCENIC VIEW/SCENIC BROOK,3,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5510503,YOSEMITE NPS-HODGDON MEADOW,1,Y,0,0,N,N,N,57.65,59.30%,0.00%
CA5510851,CDCR - SIERRA CONSERVATION CENTER,1,Y,0,0,N,N,N,67.69,83.10%,No Active Groundwater Wells
CA5510852,CAL FIRE BASELINE CONSERVATION CAMP,1,Y,0,0,N,N,N,64.50,76.90%,No Active Groundwater Wells
CA5601104,CASITAS MUTUAL WATER COMPANY,2,N,0,0,N,N,N,32.33,6.50%,0.00%
CA5601105,FILLMORE IRRIGATION CO,3,N,0,0,N,N,N,18.16,1.40%,0.00%
CA5601106,FILLMORE WEST MOBILE HOME PARK,1,Y,1,0,N,N,N,63.72,75.00%,0.00%
CA5601110,MIDDLE ROAD MUTUAL WATER CO,1,N,0,0,N,N,N,38.64,12.30%,0.00%
CA5601116,SAN CAYETANO MUTUAL WATER CO,4,Y,0,0,N,N,N,45.53,25.60%,0.00%
CA5601117,SENIOR CANYON MUTUAL WATER CO,3,N,0,0,N,N,N,40.67,16.50%,0.00%
CA5601119,SIETE ROBLES MUTUAL WATER CO,2,N,0,0,N,N,N,24.79,3.60%,0.00%
CA5601120,SISAR MUTUAL WATER CO,4,N,0,0,N,N,N,22.30,2.70%,0.00%
CA5601122,TICO MUTUAL WATER CO,2,N,0,0,N,N,N,21.95,2.60%,0.00%
CA5601125,COMMUNITY MUTUAL WATER CO,2,Y,0,0,N,N,N,49.99,37.00%,0.00%
CA5601134,ELKINS RANCH,1,Y,0,0,N,N,N,61.75,70.30%,0.00%
CA5601137,RINCON WATER & ROAD WORKS,1,N,0,0,N,N,N,46.96,29.00%,No Active Groundwater Wells
CA5601141,SOUTH MOUNTAIN MUTUAL WATER CO,2,Y,0,0,N,N,N,56.12,54.50%,0.00%
CA5601144,RANCHO SESPE WORKERS IMP ASSOC,1,Y,0,0,N,N,N,54.34,49.60%,0.00%
CA5601201,LIMONEIRA RANCH #1,1,N,0,0,N,N,N,50.95,39.60%,0.00%
CA5601401,KROTONA INSTITUTE,2,Y,0,0,N,N,N,62.24,71.60%,0.00%
CA5602101,ESTERINA PROPERTIES,2,Y,0,0,N,N,N,43.19,21.20%,80.00%
CA5602103,CYPRESS MUTUAL WATER CO INC,1,N,1,0,N,N,N,39.84,14.80%,No Active Groundwater Wells
CA5602104,DEL NORTE MUTUAL WATER CO.,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5602108,GARDEN ACRES MUTUAL WATER CO,2,N,0,0,N,N,N,50.81,39.20%,75.00%
CA5602109,GLENVIEW MOBILE PARK,1,Y,0,0,N,N,N,52.63,44.40%,75.00%
CA5602110,NAVALAIR MOBILE HOME PARK,2,Y,0,0,N,N,N,46.95,28.90%,80.00%
CA5602111,NYELAND ACRES MUTUAL WATER CO,2,N,0,0,N,N,N,48.97,33.80%,75.00%
CA5602115,SAVIERS ROAD MUTUAL WATER CO,1,N,1,0,N,N,N,41.05,17.00%,50.00%
CA5602117,STRICKLAND ACRES,2,Y,0,0,N,N,N,37.44,10.70%,80.00%
CA5602130,SOLANO VERDE MUTUAL WATER CO,1,N,0,0,N,N,N,42.92,20.70%,No Active Groundwater Wells
CA5602132,WATERS ROAD DOMESTIC USERS GROUP,1,N,0,0,N,N,N,41.70,18.40%,No Active Groundwater Wells
CA5602140,SATICOY COUNTRY CLUB-CITY OF VENTURA,2,Y,0,0,N,N,N,43.48,21.80%,0.00%
CA5610001,DEMPSEY ROAD MUTUAL WATER CO,2,N,0,0,N,N,N,39.13,13.30%,66.67%
CA5610002,FILLMORE WATER DEPT,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5610003,VENTURA CWWD NO. 17 - BELL CANYON,1,N,0,0,N,N,N,47.38,29.90%,No Active Groundwater Wells
CA5610005,MEINERS OAKS CWD,5,N,0,0,N,N,N,46.90,28.70%,0.00%
CA5610006,YERBA BUENA WATER COMPANY,5,Y,0,0,N,N,N,53.68,47.90%,0.00%
CA5610008,PLEASANT VALLEY MUTUAL WATER CO,3,N,0,0,N,N,N,47.27,29.70%,100.00%
CA5610009,PORT HUENEME WATER DEPT,5,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA5610010,CAL AMERICAN WC - RIO PLAZA,2,Y,0,0,N,N,N,33.89,6.90%,75.00%
CA5610011,CITY OF SANTA PAULA,5,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5610014,OJAI WATER SYSTEM,7,N,0,0,N,N,N,35.84,8.60%,0.00%
CA5610015,VENTURA CWWD NO. 19 - SOMIS,4,N,0,0,N,N,N,19.77,1.70%,0.00%
CA5610016,CALIFORNIA WATER SERVICE CO - WESTLAKE,1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA5610018,VENTURA CWWD NO. 1 - MOORPARK,5,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5610019,CAMARILLO WATER DEPT,5,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,77.78%
CA5610020,THOUSAND OAKS WATER DEPT,1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA5610021,WARRING WATER SERVICE INC,3,Y,0,0,N,N,N,44.55,23.90%,0.00%
CA5610022,VENTURA RIVER WATER DISTRICT,6,N,0,0,N,N,N,26.78,4.20%,0.00%
CA5610023,VENTURA WWD NO. 8 - SIMI VALLEY,4,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5610024,CASITAS MUNICIPAL WATER DIST,6,N,0,0,N,N,N,49.83,36.50%,0.00%
CA5610029,VINEYARD AVENUE ACRES MWC,2,Y,0,0,N,N,N,36.56,9.40%,80.00%
CA5610035,RIO MANOR MUTUAL WATER CO,2,Y,0,0,N,N,N,40.00,15.10%,80.00%
CA5610039,CHANNEL ISLANDS BEACH CSD,3,N,0,0,N,N,N,20.86,2.10%,No Active Groundwater Wells
CA5610040,CAL AMERICAN WATER CO,1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA5610043,OAK PARK WATER SERVICE,1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA5610056,VINEYARD AVE ESTATES MWC,3,N,0,0,N,N,N,16.46,1.00%,80.00%
CA5610058,CRESTVIEW MUTUAL WATER CO,4,N,0,0,N,N,N,18.73,1.50%,0.00%
CA5610059,GOLDEN STATE WATER COMPANY - SIMI VALLEY,3,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5610063,CAMROSA WATER DISTRICT,10,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,46.67%
CA5610068,CLOVERDALE MUTUAL WATER CO.,3,Y,0,0,N,N,N,56.75,56.80%,71.43%
CA5610069,VENTURA CWWD NO. 38 - LAKE SHERWOOD,1,N,0,0,N,N,N,41.68,18.20%,No Active Groundwater Wells
CA5610081,CAL AMERICAN WC - LAS POSAS ESTATES,1,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA5610700,"NAVAL BASE VENTURA COUNTY, POINT MUGU",2,N,0,0,N,N,N,49.08,34.10%,No Active Groundwater Wells
CA5610701,"NAVAL BASE VENTURA COUNTY, PORT HUENEME",3,N,0,0,N,N,N,30.78,6.10%,100.00%
CA5610702,"U.S.N., SAN NICOLAS ISLAND",1,Y,0,0,N,N,N,59.49,64.30%,0.00%
CA5700554,CAMPERS INN - RV & GOLF COURSE,1,Y,0,0,N,N,N,62.40,72.10%,0.00%
CA5700571,MADISON SERVICE DIST,2,Y,0,0,N,N,N,45.36,25.20%,0.00%
CA5700615,YOLO CO HOUSING AUTHORITY-EL RIO VILLA,2,Y,0,0,N,N,N,47.35,29.90%,0.00%
CA5700700,CACHEVILLE SERVICE DIST,2,Y,0,0,N,N,N,39.07,13.10%,0.00%
CA5700707,ROLLING ACRES MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,51.14,40.40%,0.00%
CA5700712,CAL AM - DUNNIGAN,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5700788,NORTH DAVIS MEADOWS,3,Y,0,0,N,N,N,49.24,34.40%,0.00%
CA5700797,MONROE/LEINBERGER CNTR - WATERS,1,Y,0,0,N,N,N,73.46,93.50%,0.00%
CA5710001,CITY OF DAVIS,13,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5710004,KNIGHTS LANDING SVC. DIST.,3,Y,0,0,N,N,N,45.77,26.00%,0.00%
CA5710005,CITY OF WINTERS,5,Y,0,0,N,N,N,39.11,13.20%,0.00%
CA5710006,CITY OF WOODLAND,11,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5710007,ESPARTO C.S.D.,4,Y,0,0,N,N,N,36.91,9.80%,0.00%
CA5710011,WILD WINGS GOLF COMMUNITY,2,Y,0,0,N,N,N,39.83,14.70%,0.00%
CA5800572,FAIRWAY DOWNS MUTUAL WATER CO,1,Y,0,0,N,N,N,64.30,76.40%,0.00%
CA5800803,LOMA RICA WATER COMPANY,1,Y,0,0,N,N,N,68.15,84.50%,0.00%
CA5800805,LAKE FRANCIS MUTUAL WATER COMPANY,2,Y,0,0,N,N,N,56.53,55.90%,0.00%
CA5800820,RIVER HIGHLANDS CSD,3,Y,0,0,N,N,N,65.70,78.90%,0.00%
CA5800821,HERITAGE PARK,1,Y,0,0,N,N,N,69.97,87.80%,0.00%
CA5800823,COUNTRY AIR MOBILE HOME PARK,2,Y,0,0,N,N,N,67.20,81.90%,0.00%
CA5800824,COUNTRY VILLAGE MOBILE HOME PARK,1,Y,0,0,N,N,N,73.07,92.90%,0.00%
CA5800827,WHISPERING PINES MOBILE HOME PARK,1,Y,0,0,N,N,N,75.09,95.00%,0.00%
CA5800828,COUNTRYSIDE MOBILE HOME PARK,1,Y,0,0,N,N,N,65.24,78.00%,0.00%
CA5800832,CASTLEWOOD MOBILE HOME PARK,1,Y,0,0,N,N,N,73.08,92.90%,0.00%
CA5800850,REBEL RIDGE VILLAGE,1,Y,0,0,N,N,N,78.67,97.00%,0.00%
CA5800851,FEATHER RIVER MANOR,1,Y,0,0,N,N,N,72.15,91.10%,0.00%
CA5800863,FELLOWSHIP OF FRIENDS,2,Y,0,0,N,N,N,74.34,94.50%,0.00%
CA5800924,CAMPTONVILLE COMMUNITY SERV DIST,3,Y,0,0,N,N,N,43.36,21.50%,0.00%
CA5805001,PLUMAS LAKE,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5810001,CAL-WATER SERVICE CO.-MARYSVILLE,8,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5810002,LINDA COUNTY WATER DISTRICT,6,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5810003,OLIVEHURST PUBLIC U.D.,6,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA5810004,CITY OF WHEATLAND,6,Y,0,0,N,N,N,43.59,22.00%,0.00%
CA5810005,NEVADA ID - SMARTSVILLE,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA5810006,NORTH YUBA WATER DISTRICT,1,Y,0,0,N,N,N,56.19,54.60%,No Active Groundwater Wells
CA5810700,BEALE AIR FORCE BASE,7,Y,0,0,N,N,N,47.92,31.00%,0.00%
CA0105009,MOUNTAIN HOUSE SCHOOL,0,Y,0,0,N,N,Y,55.78,53.70%,0.00%
CA0202501,DIAMOND VALLEY SCHOOL,1,Y,0,0,N,N,N,76.80,96.00%,0.00%
CA0400060,HONCUT ELEMENTARY SCHOOL,2,Y,0,0,N,N,N,66.80,81.00%,0.00%
CA0400062,RICHVALE ELEMENTARY SCHOOL,1,Y,0,0,N,N,N,56.80,57.00%,0.00%
CA0400063,MANZANITA ELEMENTARY SCHOOL,1,Y,0,0,Y,N,N,77.07,96.20%,0.00%
