,CWSID,Not Expected,Expected,RegulatingAgency,WaterSystemName,Water Year,HUC8,ServiceConnections,Population,DSCI Dry Season Average,DSCI Wet Season Average,DSCI Dry Wet Delta,Total Number of Water Sources,Score_SCV,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,Intertie,Wholesalers,Curtailment,HUC_Categories,Outcome,PWPhysicalAddressLat,PWPhysicalAddressLong
2238,CA1910203,0.9850512707227569,0.014948729277243116,DISTRICT 16 - CENTRAL,"LOS ANGELES CWWD 40, R 24,27,33-PEARBLSM",2022,18070105,2930.0,10854,399.92090909090916,307.84866666666665,92.07224242424252,7.0,0.0,0.0,0,1.0,0.0,0,1,0,34.0849831,-118.1501197
2239,CA4910011,0.9850654707472323,0.014934529252767757,DISTRICT 18 - SONOMA,"SEBASTOPOL, CITY OF",2022,18010110,2944.0,7786,484.57863636363624,366.7283333333334,117.85030303030283,4.0,0.0,0.0,0,0.0,0.0,0,3,0,38.4019821,-122.8252199
2240,CA5710004,0.9850990990513592,0.014900900948640883,DISTRICT 09 - SACRAMENTO,KNIGHTS LANDING SVC. DIST.,2022,18020163,300.0,1300,486.3636363636364,379.68,106.68363636363637,3.0,0.0,0.0,0,0.0,0.0,0,2,0,38.7986773,-121.7222622
2241,CA4810002,0.9851168498168088,0.014883150183191151,DISTRICT 04 - SAN FRANCISCO,CALIFORNIA WATER SERVICE CO. - DIXON,2022,18020163,3058.0,10054,486.3636363636364,379.68,106.68363636363637,8.0,0.0,0.0,0,0.0,0.0,0,2,0,38.4443671,-121.8224065
2242,CA1910039,0.9851455066925742,0.014854493307425788,DISTRICT 22 - ANGELES,SAN GABRIEL VALLEY WATER CO.-EL MONTE,2022,18070105,46215.0,254000,399.92090909090916,307.84866666666665,92.07224242424252,1.0,0.0,0.0,0,1.0,0.0,0,1,0,34.0625523,-118.0325602
2243,CA4900687,0.9852022160200375,0.014797783979962351,DISTRICT 18 - SONOMA,BROOKWOOD MOBILE HOME PARK,2022,18010110,202.0,400,484.57863636363624,366.7283333333334,117.85030303030283,5.0,0.0,0.0,0,1.0,0.0,0,3,0,38.4778435,-122.6605123
2244,CA4810004,0.9852325347094403,0.014767465290559705,DISTRICT 04 - SAN FRANCISCO,CITY OF RIO VISTA,2022,18020163,5560.0,9416,486.3636363636364,379.68,106.68363636363637,7.0,0.0,0.0,0,0.0,0.0,0,2,0,38.1549467,-121.6901072
2245,CA4810009,0.9853267857070842,0.01467321429291579,DISTRICT 04 - SAN FRANCISCO,CITY OF DIXON,2022,18020163,3343.0,9037,486.3636363636364,379.68,106.68363636363637,5.0,0.0,0.0,0,0.0,0.0,0,2,0,38.444992,-121.8161806
2246,CA4800589,0.9853533899363999,0.01464661006360019,DISTRICT 04 - SAN FRANCISCO,CRESTA MESA PARQUE,2022,18050001,14.0,25,487.95909090909095,369.3966666666667,118.56242424242424,1.0,0.0,0.0,0,0.0,0.0,0,1,0,38.253203,-122.1469956
2247,CA0710006,0.9853633143184147,0.01463668568158532,DISTRICT 04 - SAN FRANCISCO,CITY OF MARTINEZ,2022,18050001,10170.0,35375,487.95909090909095,369.3966666666667,118.56242424242424,1.0,0.0,0.0,0,1.0,0.0,0,1,0,38.0129622,-122.1129009
2248,CA4810026,0.9853938673566489,0.014606132643351049,DISTRICT 04 - SAN FRANCISCO,SID - PEABODY,2022,18050001,17.0,66,487.95909090909095,369.3966666666667,118.56242424242424,1.0,0.0,0.0,0,1.0,0.0,0,1,0,38.2875281,-121.9691116
2249,CA5110007,0.9854005307332919,0.014599469266708135,DISTRICT 21 - VALLEY,SUTTER COMMUNITY S.D.,2022,18020159,1101.0,2904,485.93000000000006,388.72700000000003,97.20300000000003,3.0,0.0,0.0,0,0.0,0.0,0,2,0,39.1545339,-121.7541188
2250,CA0610001,0.9854018263109873,0.014598173689012596,DISTRICT 21 - VALLEY,ARBUCKLE PUBLIC UTILITY DISTRICT,2022,18020104,1027.0,2778,486.3636363636364,391.81333333333333,94.55030303030304,4.0,0.0,0.0,0,0.0,0.0,0,2,0,39.0194019,-122.0581984
2251,CA3410012,0.985417165100455,0.014582834899544915,DISTRICT 09 - SACRAMENTO,CALAM - ISLETON,2022,18020111,481.0,1581,486.3636363636364,379.941,106.4226363636364,4.0,0.0,0.0,0,0.0,0.0,0,2,0,38.6527955,-121.4255067
2252,CA3610705,0.9854744072879605,0.014525592712039464,DISTRICT 13 - SAN BERNARDINO,US ARMY FORT IRWIN,2022,18090208,3315.0,16000,386.16,323.8466666666667,62.31333333333333,8.0,0.0,0.0,0,0.0,0.0,0,3,0,35.2628402,-116.6846351
2253,CA0400013,0.985525548770671,0.014474451229329043,LPA34 - BUTTE COUNTY,MERRY MOUNTAIN MUTUAL,2022,18020123,97.0,100,416.27045454545447,314.92300000000006,101.34745454545441,4.0,0.0,0.0,0,0.0,0.0,0,2,0,39.5326673,-121.1574587
2254,CA0400023,0.9856015608663263,0.014398439133673611,LPA34 - BUTTE COUNTY,GOLDEN OAKS MOBILE ESTATES,2022,18020159,25.0,34,485.93000000000006,388.72700000000003,97.20300000000003,1.0,0.0,0.0,0,0.0,0.0,0,2,0,39.4254208,-121.6071163
2255,CA1910091,0.9856148894115735,0.014385110588426314,DISTRICT 16 - CENTRAL,MONTEBELLO LAND & WATER CO.,2022,18070105,3937.0,26554,399.92090909090916,307.84866666666665,92.07224242424252,16.0,0.0,0.0,0,1.0,0.0,0,1,0,34.0113675,-118.0961966
2256,CA0610003,0.985618896986877,0.014381103013123,DISTRICT 21 - VALLEY,MAXWELL PUBLIC UTILITY DISTRICT,2022,18020104,393.0,1175,486.3636363636364,391.81333333333333,94.55030303030304,2.0,0.0,0.0,0,0.0,0.0,0,2,0,39.2767714,-122.1929852
2257,CA2310004,0.9856674769536705,0.014332523046329511,DISTRICT 03 - MENDOCINO,"WILLITS, CITY OF",2022,18010103,2386.0,6175,403.0163636363637,346.8393333333333,56.17703030303039,2.0,0.0,0.0,0,0.0,0.0,0,3,0,39.4096079,-123.3555656
2258,CA3310030,0.9857303363916509,0.014269663608349152,DISTRICT 20 - RIVERSIDE,PINE COVE WATER DISTRICT,2022,18070202,1112.0,1540,300.0,240.0,60.0,18.0,0.0,0.0,0,1.0,0.0,0,1,0,33.7611602,-116.737329
2259,CA5710005,0.9858084473914515,0.014191552608548538,DISTRICT 09 - SACRAMENTO,CITY OF WINTERS,2022,18020163,2296.0,7417,486.3636363636364,379.68,106.68363636363637,5.0,0.0,0.0,0,0.0,0.0,0,2,0,38.5218479,-121.970906
2260,CA4500317,0.985850492365231,0.014149507634769048,DISTRICT 02 - LASSEN,"SHASTA CSA - FRENCH GULCH, #11",2022,18020154,84.0,277,472.0704545454546,385.0336666666668,87.03678787878778,1.0,0.0,0.0,0,0.0,0.0,1,2,0,40.7007031,-122.6383512
2261,CA3010101,0.9858634089078336,0.014136591092166268,DISTRICT 08 - SANTA ANA,SANTA MARGARITA WATER DISTRICT,2022,18070301,54905.0,161264,286.085,234.00533333333337,52.07966666666661,1.0,0.0,0.0,0,1.0,0.0,0,1,0,33.5813337,-117.6328955
2262,CA0400019,0.9858887452062323,0.01411125479376776,LPA34 - BUTTE COUNTY,OROVILLE MOBILE HOME PARK,2022,18020159,35.0,74,485.93000000000006,388.72700000000003,97.20300000000003,1.0,0.0,0.0,0,0.0,0.0,0,2,0,39.4710462,-121.5779716
2263,CA4810024,0.9858918305174403,0.014108169482559638,DISTRICT 04 - SAN FRANCISCO,SID - BLUE RIDGE OAKS,2022,18050001,19.0,53,487.95909090909095,369.3966666666667,118.56242424242424,1.0,0.0,0.0,0,1.0,0.0,0,1,0,38.3206077,-122.0385743
2264,CA1710011,0.985918286712232,0.014081713287767939,DISTRICT 03 - MENDOCINO,BUCKINGHAM PARK WATER DISTRICT,2022,18020116,457.0,1501,485.015,368.26000000000005,116.75499999999994,1.0,0.0,0.0,0,0.0,0.0,1,2,0,39.000438,-122.7515288
2265,CA5710007,0.9859361817920919,0.01406381820790828,DISTRICT 09 - SACRAMENTO,ESPARTO C.S.D.,2022,18020163,1007.0,3108,486.3636363636364,379.68,106.68363636363637,4.0,0.0,0.0,0,0.0,0.0,0,2,0,38.696501,-122.0178363
2266,CA4810800,0.9859988807334572,0.014001119266542725,DISTRICT 04 - SAN FRANCISCO,CALIFORNIA STATE PRISON - SOLANO,2022,18050001,1.0,5100,487.95909090909095,369.3966666666667,118.56242424242424,2.0,0.0,0.0,0,1.0,0.0,0,1,0,38.3173917,-121.9766595
2267,CA1910155,0.9860071206636922,0.013992879336307681,DISTRICT 15 - METROPOLITAN,GSWC - SOUTHWEST,2022,18070106,52481.0,275538,381.4040909090909,300.99333333333345,80.41075757575743,1.0,0.0,0.0,0,1.0,0.0,0,1,0,33.8898518,-118.3044456
2268,CA1910018,0.9860218510929205,0.013978148907079553,DISTRICT 16 - CENTRAL,BELLFLOWER MUNICIPAL WATER SYSTEM,2022,18070106,1830.0,5967,381.4040909090909,300.99333333333345,80.41075757575743,8.0,0.0,0.0,0,1.0,0.0,0,1,0,33.8806928,-118.1429089
2269,CA3301937,0.9860253888321032,0.013974611167896844,LPA63 - RIVERSIDE COUNTY,MESQUITE MUTUAL WATER CO.,2022,18100201,16.0,42,322.4372727272726,252.52333333333328,69.91393939393933,1.0,0.0,0.0,0,1.0,0.0,0,3,0,33.6829898,-116.2165135
2270,CA3010073,0.9860499536223128,0.013950046377687137,DISTRICT 08 - SANTA ANA,MOULTON NIGUEL WATER DISTRICT,2022,18070301,53618.0,171856,286.085,234.00533333333337,52.07966666666661,1.0,0.0,0.0,0,1.0,0.0,0,1,0,33.563792,-117.7075093
2271,CA1700609,0.9860762416644185,0.013923758335581399,DISTRICT 03 - MENDOCINO,LAZY S MOBILE RANCH,2022,18020162,24.0,73,488.10954545454547,365.852,122.2575454545455,1.0,0.0,0.0,0,0.0,0.0,1,2,0,38.6968233,-122.5984216
2272,CA3310051,0.9861372962661132,0.013862703733886775,DISTRICT 20 - RIVERSIDE,MYOMA DUNES MUTUAL WATER COMPANY,2022,18100201,2572.0,8948,322.4372727272726,252.52333333333328,69.91393939393933,5.0,0.0,0.0,0,0.0,0.0,0,3,0,33.7441372,-116.2859421
2273,CA3301775,0.9861391082788932,0.013860891721106874,DISTRICT 20 - RIVERSIDE,HIGH VALLEYS WATER DISTRICT,2022,18100201,231.0,762,322.4372727272726,252.52333333333328,69.91393939393933,1.0,0.0,0.0,0,1.0,0.0,0,3,0,33.8690106,-116.8286124
2274,CA0400021,0.9861769196973574,0.013823080302642576,LPA34 - BUTTE COUNTY,ROBINSON'S CORNER MHP,2022,18020159,20.0,20,485.93000000000006,388.72700000000003,97.20300000000003,1.0,0.0,0.0,0,0.0,0.0,0,2,0,39.5137752,-121.556359
2275,CA4900584,0.9861842685403874,0.01381573145961267,DISTRICT 18 - SONOMA,TIMBER COVE COUNTY WATER DISTRICT,2022,18010109,261.0,271,476.3086363636364,372.459,103.84963636363642,2.0,0.0,0.0,0,0.0,0.0,0,3,0,38.5473468,-123.2744783
2276,CA3010069,0.9861850932397088,0.01381490676029116,DISTRICT 08 - SANTA ANA,CITY OF FOUNTAIN VALLEY,2022,18070203,16890.0,59227,301.88772727272726,245.40133333333333,56.486393939393935,9.0,0.0,0.0,0,1.0,0.0,0,1,0,33.7119619,-117.9309872
2277,CA2110350,0.9862568925343606,0.013743107465639363,DISTRICT 25 - MARIN,NPS GGNRA,2022,18050005,227.0,18447,479.0077272727272,352.4053333333333,126.60239393939389,1.0,0.0,0.0,0,0.0,0.0,0,1,0,37.832545,-122.5323335
2278,CA0400020,0.9862891339124862,0.013710866087513937,LPA34 - BUTTE COUNTY,PLEASANT GROVE MHP,2022,18020159,88.0,327,485.93000000000006,388.72700000000003,97.20300000000003,2.0,0.0,0.0,0,0.0,0.0,0,2,0,39.4422495,-121.5519189
2279,CA1100452,0.9863222804050902,0.013677719594909784,DISTRICT 21 - VALLEY,SHADY OAKS TRAILER PARK,2022,18020115,43.0,57,466.34454545454537,385.1429999999999,81.20154545454545,1.0,0.0,0.0,0,0.0,0.0,0,2,0,39.761826,-122.1963992
2280,CA2310011,0.9863437754590139,0.013656224540986087,DISTRICT 03 - MENDOCINO,LAYTONVILLE COUNTY WATER DISTRICT,2022,18010106,419.0,2000,348.96272727272725,340.96966666666674,7.99306060606051,2.0,0.0,0.0,0,0.0,0.0,0,3,0,39.6807085,-123.4837144
2281,CA3410045,0.9863629518985119,0.013637048101488167,DISTRICT 09 - SACRAMENTO,CALAM - ARDEN,2022,18020111,1194.0,3908,486.3636363636364,379.941,106.4226363636364,5.0,0.0,0.0,0,1.0,0.0,0,2,0,38.6527955,-121.4255067
2282,CA3100011,0.9863677293251681,0.0136322706748318,LPA61 - PLACER COUNTY,AUBURN VALLEY COMMUNITY SERVICE DIS,2022,18020126,143.0,290,465.2959090909091,370.44466666666654,94.85124242424257,5.0,0.0,0.0,0,0.0,0.0,0,2,0,39.0051685,-121.1481959
2283,CA0400051,0.9864025251041416,0.013597474895858368,LPA34 - BUTTE COUNTY,DINGERVILLE USA PARK,2022,18020159,80.0,447,485.93000000000006,388.72700000000003,97.20300000000003,2.0,0.0,0.0,0,0.0,0.0,0,2,0,39.4420849,-121.6065454
2284,CA0710003,0.9864668289728409,0.013533171027159091,DISTRICT 04 - SAN FRANCISCO,CONTRA COSTA WATER DISTRICT,2022,18050001,60597.0,198000,487.95909090909095,369.3966666666667,118.56242424242424,1.0,0.0,0.0,0,1.0,0.0,1,1,0,37.9805622,-122.0483202
2285,CA3010001,0.9865606393872538,0.013439360612746294,DISTRICT 08 - SANTA ANA,CITY OF ANAHEIM,2022,18070201,62155.0,365987,301.11545454545455,259.979,41.13645454545457,1.0,0.0,0.0,0,1.0,0.0,0,1,0,33.8346578,-117.9141443
2286,CA5301104,0.9865730708136665,0.013426929186333363,DISTRICT 01 - KLAMATH,COVINGTON MILL MWC-DIVISION B,2022,18010211,99.0,99,382.9468181818183,371.11500000000007,11.831818181818221,3.0,0.0,0.0,0,0.0,0.0,0,3,0,40.9121604,-122.7811747
2287,CA3010035,0.9866121261595613,0.013387873840438639,DISTRICT 08 - SANTA ANA,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,2022,18070106,12894.0,53965,381.4040909090909,300.99333333333345,80.41075757575743,15.0,0.0,0.0,0,1.0,0.0,0,1,0,33.8567321,-117.8855202
2288,CA3410008,0.986681723631187,0.013318276368812993,DISTRICT 09 - SACRAMENTO,ELK GROVE WATER SERVICE,2022,18020163,12896.0,42540,486.3636363636364,379.68,106.68363636363637,9.0,0.0,0.0,0,1.0,0.0,0,2,0,38.409447,-121.35528
2289,CA4900620,0.9866859533651937,0.013314046634806247,DISTRICT 18 - SONOMA,AUSTIN ACRES MUTUAL WATER COMPANY,2022,18010110,25.0,67,484.57863636363624,366.7283333333334,117.85030303030283,1.0,0.0,0.0,0,0.0,0.0,1,3,0,38.4793677,-123.0504283
2290,CA0600013,0.9866980769341424,0.013301923065857514,DISTRICT 21 - VALLEY,COLUSA CO. WWD #2 - PRINCETON,2022,18020104,120.0,382,486.3636363636364,391.81333333333333,94.55030303030304,2.0,0.0,0.0,0,0.0,0.0,0,2,0,39.4483915,-122.026918
2291,CA1910042,0.9866999720540539,0.013300027945946232,DISTRICT 07 - HOLLYWOOD,"PICO RIVERA - CITY, WATER DEPT.",2022,18070106,9473.0,40205,381.4040909090909,300.99333333333345,80.41075757575743,10.0,0.0,0.0,0,0.0,0.0,0,1,0,33.982496,-118.0885377
2292,CA0400030,0.9867671756774676,0.013232824322532402,LPA34 - BUTTE COUNTY,GOLDEN FEATHER MHP,2022,18020159,101.0,275,485.93000000000006,388.72700000000003,97.20300000000003,2.0,0.0,0.0,0,0.0,0.0,0,2,0,39.4990094,-121.5665162
2293,CA4900796,0.986773092619645,0.013226907380355056,DISTRICT 18 - SONOMA,SANTA ROSA MOBILE ESTATES,2022,18010110,141.0,420,484.57863636363624,366.7283333333334,117.85030303030283,3.0,0.0,0.0,0,0.0,0.0,0,3,0,38.393724,-122.7058942
2294,CA4510007,0.9867812442755625,0.013218755724437635,DISTRICT 02 - LASSEN,COTTONWOOD WATER DISTRICT,2022,18020152,1222.0,3316,441.50954545454533,382.55800000000005,58.95154545454528,5.0,0.0,0.0,0,0.0,0.0,0,2,0,40.3857087,-122.2808356
2295,CA3410704,0.9867876428764178,0.013212357123582062,DISTRICT 09 - SACRAMENTO,SCWA MATHER-SUNRISE,2022,18020163,7430.0,22839,486.3636363636364,379.68,106.68363636363637,9.0,0.0,0.0,0,1.0,0.0,0,2,0,38.5516381,-121.3365159
2296,CA4900660,0.9867879379722557,0.01321206202774424,DISTRICT 18 - SONOMA,YULUPA MUTUAL WATER COMPANY,2022,18010110,59.0,200,484.57863636363624,366.7283333333334,117.85030303030283,3.0,0.0,0.0,0,0.0,0.0,0,3,0,38.401347,-122.6193776
2297,CA1010013,0.9868405788735564,0.013159421126443572,DISTRICT 23 - FRESNO,"HUME LAKE CHRISTIAN CAMPS, INC",2022,18030010,388.0,2649,487.9209090909093,398.9516666666667,88.96924242424257,9.0,0.0,0.0,0,0.0,0.0,0,2,0,36.7919441,-118.9067687
2298,CA1510017,0.9869082888495446,0.013091711150455331,DISTRICT 19 - TEHACHAPI,INDIAN WELLS VALLEY W.D.,2022,18090205,12513.0,39478,458.0554545454545,359.07166666666666,98.98378787878784,12.0,0.0,0.0,1,1.0,0.0,0,3,0,35.6229635,-117.6793722
2299,CA4900545,0.986936107691165,0.013063892308834885,DISTRICT 18 - SONOMA,"BRANGER MUTUAL WATER COMPANY, INC.",2022,18010110,83.0,300,484.57863636363624,366.7283333333334,117.85030303030283,3.0,0.0,0.0,0,0.0,0.0,0,3,0,38.4215102,-122.6755334
2300,CA5810004,0.9869775436388838,0.013022456361116232,DISTRICT 21 - VALLEY,CITY OF WHEATLAND,2022,18020126,1229.0,3456,465.2959090909091,370.44466666666654,94.85124242424257,6.0,0.0,0.0,0,0.0,0.0,0,2,0,39.0122133,-121.4235981
2301,CA0410001,0.9869879735831005,0.013012026416899447,DISTRICT 21 - VALLEY,CITY OF BIGGS,2022,18020159,729.0,1805,485.93000000000006,388.72700000000003,97.20300000000003,3.0,0.0,0.0,0,0.0,0.0,0,2,0,39.3635599,-121.6516194
2302,CA1410005,0.9870102912757416,0.012989708724258558,DISTRICT 13 - SAN BERNARDINO,INDIAN CREEK CSD,2022,18090102,305.0,1030,485.7681818181818,378.8933333333333,106.87484848484848,5.0,0.0,0.0,0,0.0,0.0,0,3,0,37.3553604,-118.4352606
2303,CA4900832,0.9870249942922992,0.012975005707700939,DISTRICT 18 - SONOMA,LEISURE MOBILE HOME PARK,2022,18010110,186.0,410,484.57863636363624,366.7283333333334,117.85030303030283,3.0,0.0,0.0,0,0.0,0.0,0,3,0,38.4312143,-122.7513083
2304,CA2300502,0.9870255140312294,0.012974485968770719,DISTRICT 03 - MENDOCINO,ALBION MUTUAL WATER COMPANY,2022,18010108,27.0,40,434.8495454545455,361.1343333333334,73.71521212121206,2.0,0.0,0.0,0,0.0,0.0,0,3,0,39.2232406,-123.7680598
2305,CA2610001,0.9870277682335593,0.012972231766440736,DISTRICT 13 - SAN BERNARDINO,MAMMOTH CWD,2022,18090102,3440.0,8234,485.7681818181818,378.8933333333333,106.87484848484848,10.0,0.0,0.0,0,0.0,0.0,0,3,0,37.6413282,-118.9456812
2306,CA2800521,0.9870948417866859,0.01290515821331416,LPA58 - NAPA COUNTY,CIRCLE OAKS WATER DISTRICT,2022,18020162,190.0,500,488.10954545454547,365.852,122.2575454545455,2.0,0.0,0.0,0,0.0,0.0,0,2,0,38.4139844,-122.2196176
2307,CA1710008,0.987111203895051,0.012888796104948927,DISTRICT 03 - MENDOCINO,NICE MUTUAL WATER COMPANY,2022,18020116,1069.0,2731,485.015,368.26000000000005,116.75499999999994,1.0,0.0,0.0,0,0.0,0.0,1,2,0,39.1224644,-122.8507777
2308,CA3810702,0.9871322015966257,0.012867798403374223,DISTRICT 04 - SAN FRANCISCO,TREASURE ISLAND,2022,18050002,172.0,2400,490.4127272727273,364.98133333333334,125.43139393939396,1.0,0.0,0.0,0,1.0,0.0,0,1,0,37.8170069,-122.3712943
2309,CA0202504,0.9871564146270946,0.012843585372905387,LPA32 - ALPINE COUNTY,MARKLEEVILLE WATER CO.,2022,16050201,167.0,25,390.68636363636364,295.3333333333333,95.35303030303032,3.0,0.0,0.0,0,0.0,0.0,0,3,0,38.6937227,-119.7796826
2310,CA1400111,0.987158880814238,0.01284111918576214,DISTRICT 13 - SAN BERNARDINO,MEADOWCREEK MUTUAL WATER COMPANY,2022,18090102,284.0,764,485.7681818181818,378.8933333333333,106.87484848484848,5.0,0.0,0.0,0,0.0,0.0,0,3,0,37.3836152,-118.420372
2311,CA3010094,0.9871830048480986,0.012816995151901356,DISTRICT 08 - SANTA ANA,TRABUCO CANYON WATER DISTRICT,2022,18070301,4304.0,13659,286.085,234.00533333333337,52.07966666666661,10.0,0.0,0.0,0,1.0,0.0,0,1,0,33.6411507,-117.5732932
2312,CA5810001,0.987186316824572,0.012813683175428034,DISTRICT 21 - VALLEY,CAL-WATER SERVICE CO.-MARYSVILLE,2022,18020159,3724.0,12231,485.93000000000006,388.72700000000003,97.20300000000003,8.0,0.0,0.0,0,0.0,0.0,0,2,0,39.1368698,-121.5883517
2313,CA5200645,0.9871942544077984,0.012805745592201564,LPA82 - TEHAMA COUNTY,SADDLEBACK MUTUAL WATER CO.,2022,18020152,38.0,90,441.50954545454533,382.55800000000005,58.95154545454528,2.0,0.0,0.0,0,0.0,0.0,0,2,0,40.3154369,-122.3335744
2314,CA4910004,0.9872292173830691,0.012770782616930935,DISTRICT 18 - SONOMA,SWEETWATER SPRINGS CWD - GUERNEVILLE,2022,18010110,2557.0,6000,484.57863636363624,366.7283333333334,117.85030303030283,3.0,0.0,0.0,0,0.0,0.0,0,3,0,38.4958703,-123.0068258
2315,CA3410001,0.9872534343368236,0.012746565663176484,DISTRICT 09 - SACRAMENTO,SACRAMENTO SUBURBAN WATER DISTRICT,2022,18020111,47102.0,184385,486.3636363636364,379.941,106.4226363636364,1.0,0.0,0.0,0,1.0,0.0,0,2,0,38.6162565,-121.4036736
2316,CA0410005,0.9873238039598519,0.012676196040148012,DISTRICT 21 - VALLEY,CAL-WATER SERVICE CO.-OROVILLE,2022,18020159,3560.0,10698,485.93000000000006,388.72700000000003,97.20300000000003,3.0,0.0,0.0,0,0.0,0.0,0,2,0,39.5110599,-121.5548845
2317,CA3010030,0.9873243542145518,0.012675645785448258,DISTRICT 08 - SANTA ANA,CITY OF SAN JUAN CAPISTRANO,2022,18070301,10714.0,35191,286.085,234.00533333333337,52.07966666666661,10.0,0.0,0.0,0,1.0,0.0,0,1,0,33.4929278,-117.6649732
2318,CA2100565,0.9873636207512958,0.012636379248704276,DISTRICT 25 - MARIN,GREEN GULCH FARM,2022,18050005,17.0,75,479.0077272727272,352.4053333333333,126.60239393939389,2.0,0.0,0.0,0,0.0,0.0,0,1,0,37.865967,-122.5639113
2319,CA3710008,0.9873671095477652,0.012632890452234919,DISTRICT 14 - SAN DIEGO,FALLBROOK PUD,2022,18070302,9155.0,35237,284.90863636363633,232.51466666666664,52.39396969696969,9.0,0.0,0.0,0,1.0,0.0,0,1,0,33.3876137,-117.2411101
2320,CA2100508,0.9873953449967537,0.01260465500324624,DISTRICT 25 - MARIN,MUIR BEACH COMMUNITY,2022,18050005,161.0,336,479.0077272727272,352.4053333333333,126.60239393939389,2.0,0.0,0.0,0,0.0,0.0,0,1,0,37.8620097,-122.578588
2321,CA1910028,0.9874175538791373,0.012582446120862715,DISTRICT 15 - METROPOLITAN,CRESCENTA VALLEY CWD,2022,18070105,8282.0,33203,399.92090909090916,307.84866666666665,92.07224242424252,15.0,0.0,0.0,0,1.0,0.0,0,1,0,34.2223101,-118.2377234
2322,CA3610073,0.9874589141074859,0.01254108589251422,DISTRICT 13 - SAN BERNARDINO,HI DESERT WD,2022,18100100,10941.0,25653,401.2404545454546,332.66333333333324,68.57712121212137,14.0,0.0,0.0,0,1.0,0.0,0,3,0,34.1169785,-116.4543813
2323,CA3610049,0.9874604072816522,0.012539592718347772,DISTRICT 13 - SAN BERNARDINO,TWENTYNINE PALMS WATER DISTRICT,2022,18100100,7098.0,18795,401.2404545454546,332.66333333333324,68.57712121212137,7.0,0.0,0.0,0,0.0,0.0,0,3,0,34.1314173,-116.0828068
2324,CA3200138,0.987464033882555,0.012535966117445002,LPA62 - PLUMAS COUNTY,MEADOW EDGE MHP,2022,18020123,31.0,53,416.27045454545447,314.92300000000006,101.34745454545441,4.0,0.0,0.0,0,0.0,0.0,0,2,0,39.7998969,-120.1722112
2325,CA3205003,0.9874722193552571,0.012527780644743032,LPA62 - PLUMAS COUNTY,GOLD MOUNTAIN CSD,2022,18020123,101.0,100,416.27045454545447,314.92300000000006,101.34745454545441,4.0,0.0,0.0,0,0.0,0.0,0,2,0,39.8057161,-120.4707307
2326,CA3410007,0.9874841533454222,0.012515846654577887,DISTRICT 09 - SACRAMENTO,DEL PASO MANOR COUNTY WATER DI,2022,18020111,1796.0,4520,486.3636363636364,379.941,106.4226363636364,8.0,0.0,0.0,0,0.0,0.0,0,2,0,38.6050745,-121.3818448
2327,CA1100254,0.9875071688448868,0.01249283115511325,DISTRICT 21 - VALLEY,VOYLES TRAILER PARK,2022,18020104,15.0,27,486.3636363636364,391.81333333333333,94.55030303030304,1.0,0.0,0.0,0,0.0,0.0,0,2,0,39.5335257,-122.1951467
2328,CA1100237,0.9875115457367787,0.012488454263221427,DISTRICT 21 - VALLEY,WILLOWS MOBILE HOME COMMUNITY & RV PARK,2022,18020104,87.0,190,486.3636363636364,391.81333333333333,94.55030303030304,1.0,0.0,0.0,0,0.0,0.0,0,2,0,39.5221634,-122.2324398
2329,CA3810700,0.9875194199338823,0.012480580066117805,DISTRICT 04 - SAN FRANCISCO,PRESIDIO OF SAN FRANCISCO,2022,18050002,1236.0,3500,490.4127272727273,364.98133333333334,125.43139393939396,2.0,0.0,0.0,0,1.0,0.0,0,1,0,37.790444,-122.4821484
2330,CA4910026,0.9875391231993221,0.01246087680067803,DISTRICT 18 - SONOMA,ODD FELLOWS RECREATION CLUB,2022,18010110,268.0,309,484.57863636363624,366.7283333333334,117.85030303030283,3.0,0.0,0.0,0,0.0,0.0,0,3,0,38.4939364,-123.0103825
2331,CA0110001,0.9875472600285581,0.012452739971442079,DISTRICT 04 - SAN FRANCISCO,ALAMEDA COUNTY WATER DISTRICT,2022,18050004,86125.0,351000,454.8836363636364,374.455,80.42863636363643,1.0,0.0,0.0,0,1.0,0.0,0,1,0,37.505646,-121.9609087
2332,CA4900612,0.9875900677842091,0.012409932215790983,DISTRICT 18 - SONOMA,HEIGHTS MUTUAL WATER COMPANY,2022,18010110,110.0,363,484.57863636363624,366.7283333333334,117.85030303030283,3.0,0.0,0.0,0,0.0,0.0,0,3,0,38.5294607,-122.6968658
2333,CA4500204,0.9876201825737283,0.012379817426271734,LPA75 - SHASTA COUNTY,WHITE OAK MUTUAL WATER COMPANY,2022,18020152,126.0,415,441.50954545454533,382.55800000000005,58.95154545454528,2.0,0.0,0.0,0,0.0,0.0,0,2,0,40.3857087,-122.2808356
2334,CA0610002,0.9876250042611059,0.012374995738894131,DISTRICT 21 - VALLEY,CITY OF COLUSA,2022,18020104,2236.0,6175,486.3636363636364,391.81333333333333,94.55030303030304,5.0,0.0,0.0,0,0.0,0.0,0,2,0,39.2090051,-122.009198
